alpha,n,result
1.8461538461538463,172,0
1.8461538461538463,173,1
1.8461538461538463,174,0
1.8461538461538463,175,0
1.8461538461538463,176,1
1.8461538461538463,177,0
1.8461538461538463,178,1
1.8461538461538463,179,1
1.8461538461538463,180,0
1.8461538461538463,181,0
1.8461538461538463,182,0
1.8461538461538463,183,1
1.8461538461538463,184,0
1.8461538461538463,185,0
1.8461538461538463,186,1
1.8461538461538463,187,1
1.8461538461538463,188,1
1.8461538461538463,189,1
1.8461538461538463,190,0
1.8461538461538463,191,0
1.8461538461538463,192,1
1.8461538461538463,193,0
1.8461538461538463,194,0
1.8461538461538463,195,0
1.8461538461538463,196,0
1.8461538461538463,197,0
1.8461538461538463,198,1
1.8461538461538463,199,1
1.903846153846154,0,0
1.903846153846154,1,0
1.903846153846154,2,1
1.903846153846154,3,0
1.903846153846154,4,0
1.903846153846154,5,0
1.903846153846154,6,0
1.903846153846154,7,0
1.903846153846154,8,0
1.903846153846154,9,0
1.903846153846154,10,0
1.903846153846154,11,1
1.903846153846154,12,1
1.903846153846154,13,0
1.903846153846154,14,0
1.903846153846154,15,1
1.903846153846154,16,1
1.903846153846154,17,0
1.903846153846154,18,1
1.903846153846154,19,1
1.903846153846154,20,1
1.903846153846154,21,1
1.903846153846154,22,0
1.903846153846154,23,1
1.903846153846154,24,0
1.903846153846154,25,0
1.903846153846154,26,0
1.903846153846154,27,1
1.903846153846154,28,0
1.903846153846154,29,1
1.903846153846154,30,1
1.903846153846154,31,0
1.903846153846154,32,0
1.903846153846154,33,0
1.903846153846154,34,0
1.903846153846154,35,1
1.903846153846154,36,1
1.903846153846154,37,1
1.903846153846154,38,0
1.903846153846154,39,0
1.903846153846154,40,0
1.903846153846154,41,0
1.903846153846154,42,0
1.903846153846154,43,1
1.903846153846154,44,1
1.903846153846154,45,0
1.903846153846154,46,1
1.903846153846154,47,0
1.903846153846154,48,0
1.903846153846154,49,1
1.903846153846154,50,1
1.903846153846154,51,0
1.903846153846154,52,1
1.903846153846154,53,1
1.903846153846154,54,0
1.903846153846154,55,0
1.903846153846154,56,0
1.903846153846154,57,0
1.903846153846154,58,0
1.903846153846154,59,0
1.903846153846154,60,1
1.903846153846154,61,0
1.903846153846154,62,0
1.903846153846154,63,0
1.903846153846154,64,0
1.903846153846154,65,0
1.903846153846154,66,1
1.903846153846154,67,1
1.903846153846154,68,0
1.903846153846154,69,0
1.903846153846154,70,0
1.903846153846154,71,1
1.903846153846154,72,1
1.903846153846154,73,1
1.903846153846154,74,0
1.903846153846154,75,1
1.903846153846154,76,0
1.903846153846154,77,0
1.903846153846154,78,0
1.903846153846154,79,0
1.903846153846154,80,0
1.903846153846154,81,0
1.903846153846154,82,0
1.903846153846154,83,0
1.903846153846154,84,0
1.903846153846154,85,0
1.903846153846154,86,0
1.903846153846154,87,1
1.903846153846154,88,0
1.903846153846154,89,1
1.903846153846154,90,0
1.903846153846154,91,0
1.903846153846154,92,1
1.903846153846154,93,1
1.903846153846154,94,0
1.903846153846154,95,0
1.903846153846154,96,0
1.903846153846154,97,0
1.903846153846154,98,1
1.903846153846154,99,1
1.903846153846154,100,0
1.903846153846154,101,0
1.903846153846154,102,1
1.903846153846154,103,1
1.903846153846154,104,0
1.903846153846154,105,0
1.903846153846154,106,0
1.903846153846154,107,1
1.903846153846154,108,0
1.903846153846154,109,1
1.903846153846154,110,0
1.903846153846154,111,1
1.903846153846154,112,0
1.903846153846154,113,0
1.903846153846154,114,1
1.903846153846154,115,0
1.903846153846154,116,0
1.903846153846154,117,0
1.903846153846154,118,0
1.903846153846154,119,0
1.903846153846154,120,0
1.903846153846154,121,1
1.903846153846154,122,0
1.903846153846154,123,0
1.903846153846154,124,1
1.903846153846154,125,0
1.903846153846154,126,0
1.903846153846154,127,0
1.903846153846154,128,1
1.903846153846154,129,0
1.903846153846154,130,0
1.903846153846154,131,1
1.903846153846154,132,0
1.903846153846154,133,1
1.903846153846154,134,1
1.903846153846154,135,0
1.903846153846154,136,1
1.903846153846154,137,0
1.903846153846154,138,1
1.903846153846154,139,0
1.903846153846154,140,1
1.903846153846154,141,1
1.903846153846154,142,1
1.903846153846154,143,0
1.903846153846154,144,0
1.903846153846154,145,0
1.903846153846154,146,0
1.903846153846154,147,1
1.903846153846154,148,1
1.903846153846154,149,0
1.903846153846154,150,0
1.903846153846154,151,0
1.903846153846154,152,0
1.903846153846154,153,1
1.903846153846154,154,0
1.903846153846154,155,0
1.903846153846154,156,0
1.903846153846154,157,1
1.903846153846154,158,1
1.903846153846154,159,0
1.903846153846154,160,0
1.903846153846154,161,0
1.903846153846154,162,0
1.903846153846154,163,1
1.903846153846154,164,0
1.903846153846154,165,0
1.903846153846154,166,0
1.903846153846154,167,1
1.903846153846154,168,0
1.903846153846154,169,0
1.903846153846154,170,0
1.903846153846154,171,0
1.903846153846154,172,0
1.903846153846154,173,0
1.903846153846154,174,1
1.903846153846154,175,1
1.903846153846154,176,1
1.903846153846154,177,1
1.903846153846154,178,1
1.903846153846154,179,1
1.903846153846154,180,1
1.903846153846154,181,1
1.903846153846154,182,0
1.903846153846154,183,0
1.903846153846154,184,0
1.903846153846154,185,0
1.903846153846154,186,0
1.903846153846154,187,1
1.903846153846154,188,0
1.903846153846154,189,1
1.903846153846154,190,1
1.903846153846154,191,1
1.903846153846154,192,0
1.903846153846154,193,1
1.903846153846154,194,1
1.903846153846154,195,0
1.903846153846154,196,1
1.903846153846154,197,0
1.903846153846154,198,1
1.903846153846154,199,1
1.9615384615384617,0,1
1.9615384615384617,1,1
1.9615384615384617,2,0
1.9615384615384617,3,0
1.9615384615384617,4,1
1.9615384615384617,5,0
1.9615384615384617,6,0
1.9615384615384617,7,1
1.9615384615384617,8,1
1.9615384615384617,9,0
1.9615384615384617,10,0
1.9615384615384617,11,0
1.9615384615384617,12,0
1.9615384615384617,13,1
1.9615384615384617,14,0
1.9615384615384617,15,1
1.9615384615384617,16,0
1.9615384615384617,17,1
1.9615384615384617,18,1
1.9615384615384617,19,0
1.9615384615384617,20,0
1.9615384615384617,21,1
1.9615384615384617,22,0
1.9615384615384617,23,0
1.9615384615384617,24,0
1.9615384615384617,25,1
1.9615384615384617,26,0
1.9615384615384617,27,0
1.9615384615384617,28,1
1.9615384615384617,29,0
1.9615384615384617,30,0
1.9615384615384617,31,0
1.9615384615384617,32,0
1.9615384615384617,33,0
1.9615384615384617,34,0
1.9615384615384617,35,1
1.9615384615384617,36,0
1.9615384615384617,37,0
1.9615384615384617,38,0
1.9615384615384617,39,0
1.9615384615384617,40,0
1.9615384615384617,41,1
1.9615384615384617,42,1
1.9615384615384617,43,0
1.9615384615384617,44,0
1.9615384615384617,45,0
1.9615384615384617,46,1
1.9615384615384617,47,0
1.9615384615384617,48,0
1.9615384615384617,49,0
1.9615384615384617,50,0
1.9615384615384617,51,0
1.9615384615384617,52,1
1.9615384615384617,53,0
1.9615384615384617,54,0
1.9615384615384617,55,0
1.9615384615384617,56,0
1.9615384615384617,57,0
1.9615384615384617,58,0
1.9615384615384617,59,0
1.9615384615384617,60,0
1.9615384615384617,61,1
1.9615384615384617,62,1
1.9615384615384617,63,0
1.9615384615384617,64,0
1.9615384615384617,65,0
1.9615384615384617,66,0
1.9615384615384617,67,0
1.9615384615384617,68,0
1.9615384615384617,69,0
1.9615384615384617,70,0
1.9615384615384617,71,1
1.9615384615384617,72,0
1.9615384615384617,73,0
1.9615384615384617,74,0
1.9615384615384617,75,0
1.9615384615384617,76,0
1.9615384615384617,77,0
1.9615384615384617,78,0
1.9615384615384617,79,1
1.9615384615384617,80,0
1.9615384615384617,81,0
1.9615384615384617,82,0
1.9615384615384617,83,0
1.9615384615384617,84,1
1.9615384615384617,85,1
1.9615384615384617,86,0
1.9615384615384617,87,1
1.9615384615384617,88,0
1.9615384615384617,89,0
1.9615384615384617,90,0
1.9615384615384617,91,0
1.9615384615384617,92,0
1.9615384615384617,93,0
1.9615384615384617,94,0
1.9615384615384617,95,1
1.9615384615384617,96,1
1.9615384615384617,97,1
1.9615384615384617,98,0
1.9615384615384617,99,0
1.9615384615384617,100,0
1.9615384615384617,101,1
1.9615384615384617,102,0
1.9615384615384617,103,0
1.9615384615384617,104,0
1.9615384615384617,105,0
1.9615384615384617,106,0
1.9615384615384617,107,0
1.9615384615384617,108,0
1.9615384615384617,109,0
1.9615384615384617,110,0
1.9615384615384617,111,0
1.9615384615384617,112,0
1.9615384615384617,113,1
1.9615384615384617,114,0
1.9615384615384617,115,1
1.9615384615384617,116,0
1.9615384615384617,117,0
1.9615384615384617,118,0
1.9615384615384617,119,1
1.9615384615384617,120,0
1.9615384615384617,121,1
1.9615384615384617,122,0
1.9615384615384617,123,0
1.9615384615384617,124,1
1.9615384615384617,125,0
1.9615384615384617,126,1
1.9615384615384617,127,0
1.9615384615384617,128,0
1.9615384615384617,129,0
1.9615384615384617,130,0
1.9615384615384617,131,0
1.9615384615384617,132,0
1.9615384615384617,133,0
1.9615384615384617,134,0
1.9615384615384617,135,1
1.9615384615384617,136,0
1.9615384615384617,137,0
1.9615384615384617,138,0
1.9615384615384617,139,1
1.9615384615384617,140,0
1.9615384615384617,141,1
1.9615384615384617,142,0
1.9615384615384617,143,0
1.9615384615384617,144,0
1.9615384615384617,145,0
1.9615384615384617,146,0
1.9615384615384617,147,1
1.9615384615384617,148,0
1.9615384615384617,149,0
1.9615384615384617,150,0
1.9615384615384617,151,0
1.9615384615384617,152,0
1.9615384615384617,153,0
1.9615384615384617,154,1
1.9615384615384617,155,1
1.9615384615384617,156,0
1.9615384615384617,157,0
1.9615384615384617,158,0
1.9615384615384617,159,0
1.9615384615384617,160,0
1.9615384615384617,161,0
1.9615384615384617,162,0
1.9615384615384617,163,0
1.9615384615384617,164,0
1.9615384615384617,165,0
1.9615384615384617,166,0
1.9615384615384617,167,1
1.9615384615384617,168,0
1.9615384615384617,169,0
1.9615384615384617,170,0
1.9615384615384617,171,0
1.9615384615384617,172,0
1.9615384615384617,173,0
1.9615384615384617,174,0
1.9615384615384617,175,0
1.9615384615384617,176,1
1.9615384615384617,177,0
1.9615384615384617,178,0
1.9615384615384617,179,1
1.9615384615384617,180,0
1.9615384615384617,181,0
1.9615384615384617,182,0
1.9615384615384617,183,0
1.9615384615384617,184,1
1.9615384615384617,185,0
1.9615384615384617,186,0
1.9615384615384617,187,0
1.9615384615384617,188,0
1.9615384615384617,189,0
1.9615384615384617,190,0
1.9615384615384617,191,1
1.9615384615384617,192,1
1.9615384615384617,193,0
1.9615384615384617,194,0
1.9615384615384617,195,0
1.9615384615384617,196,0
1.9615384615384617,197,0
1.9615384615384617,198,1
1.9615384615384617,199,0
2.019230769230769,0,0
2.019230769230769,1,0
2.019230769230769,2,0
2.019230769230769,3,0
2.019230769230769,4,1
2.019230769230769,5,0
2.019230769230769,6,1
2.019230769230769,7,0
2.019230769230769,8,0
2.019230769230769,9,0
2.019230769230769,10,0
2.019230769230769,11,0
2.019230769230769,12,0
2.019230769230769,13,0
2.019230769230769,14,0
2.019230769230769,15,0
2.019230769230769,16,1
2.019230769230769,17,0
2.019230769230769,18,0
2.019230769230769,19,1
2.019230769230769,20,0
2.019230769230769,21,0
2.019230769230769,22,0
2.019230769230769,23,0
2.019230769230769,24,0
2.019230769230769,25,0
2.019230769230769,26,0
2.019230769230769,27,0
2.019230769230769,28,0
2.019230769230769,29,0
2.019230769230769,30,0
2.019230769230769,31,0
2.019230769230769,32,0
2.019230769230769,33,0
2.019230769230769,34,0
2.019230769230769,35,0
2.019230769230769,36,0
2.019230769230769,37,0
2.019230769230769,38,0
2.019230769230769,39,0
2.019230769230769,40,0
2.019230769230769,41,0
2.019230769230769,42,0
2.019230769230769,43,0
2.019230769230769,44,1
2.019230769230769,45,0
2.019230769230769,46,0
2.019230769230769,47,0
2.019230769230769,48,0
2.019230769230769,49,0
2.019230769230769,50,0
2.019230769230769,51,0
2.019230769230769,52,0
2.019230769230769,53,0
2.019230769230769,54,0
2.019230769230769,55,0
2.019230769230769,56,0
2.019230769230769,57,0
2.019230769230769,58,1
2.019230769230769,59,0
2.019230769230769,60,0
2.019230769230769,61,0
2.019230769230769,62,0
2.019230769230769,63,0
2.019230769230769,64,0
2.019230769230769,65,0
2.019230769230769,66,0
2.019230769230769,67,0
2.019230769230769,68,1
2.019230769230769,69,0
2.019230769230769,70,0
2.019230769230769,71,0
2.019230769230769,72,0
2.019230769230769,73,0
2.019230769230769,74,0
2.019230769230769,75,0
2.019230769230769,76,0
2.019230769230769,77,0
2.019230769230769,78,0
2.019230769230769,79,0
2.019230769230769,80,0
2.019230769230769,81,0
2.019230769230769,82,0
2.019230769230769,83,1
2.019230769230769,84,0
2.019230769230769,85,0
2.019230769230769,86,0
2.019230769230769,87,0
2.019230769230769,88,0
2.019230769230769,89,0
2.019230769230769,90,0
2.019230769230769,91,0
2.019230769230769,92,0
2.019230769230769,93,0
2.019230769230769,94,0
2.019230769230769,95,0
2.019230769230769,96,1
2.019230769230769,97,0
2.019230769230769,98,0
2.019230769230769,99,0
2.019230769230769,100,0
2.019230769230769,101,0
2.019230769230769,102,0
2.019230769230769,103,0
2.019230769230769,104,0
2.019230769230769,105,0
2.019230769230769,106,0
2.019230769230769,107,0
2.019230769230769,108,0
2.019230769230769,109,0
2.019230769230769,110,0
2.019230769230769,111,0
2.019230769230769,112,0
2.019230769230769,113,0
2.019230769230769,114,0
2.019230769230769,115,0
2.019230769230769,116,0
2.019230769230769,117,0
2.019230769230769,118,0
2.019230769230769,119,0
2.019230769230769,120,0
2.019230769230769,121,1
2.019230769230769,122,1
2.019230769230769,123,0
2.019230769230769,124,0
2.019230769230769,125,0
2.019230769230769,126,0
2.019230769230769,127,0
2.019230769230769,128,0
2.019230769230769,129,0
2.019230769230769,130,1
2.019230769230769,131,0
2.019230769230769,132,0
2.019230769230769,133,0
2.019230769230769,134,0
2.019230769230769,135,0
2.019230769230769,136,0
2.019230769230769,137,0
2.019230769230769,138,0
2.019230769230769,139,0
2.019230769230769,140,0
2.019230769230769,141,0
2.019230769230769,142,0
2.019230769230769,143,0
2.019230769230769,144,0
2.019230769230769,145,0
2.019230769230769,146,0
2.019230769230769,147,0
2.019230769230769,148,0
2.019230769230769,149,0
2.019230769230769,150,0
2.019230769230769,151,0
2.019230769230769,152,0
2.019230769230769,153,0
2.019230769230769,154,0
2.019230769230769,155,0
2.019230769230769,156,0
2.019230769230769,157,0
2.019230769230769,158,0
2.019230769230769,159,0
2.019230769230769,160,0
2.019230769230769,161,0
2.019230769230769,162,0
2.019230769230769,163,0
2.019230769230769,164,0
2.019230769230769,165,0
2.019230769230769,166,0
2.019230769230769,167,0
2.019230769230769,168,0
2.019230769230769,169,0
2.019230769230769,170,0
2.019230769230769,171,0
2.019230769230769,172,0
2.019230769230769,173,0
2.019230769230769,174,0
2.019230769230769,175,0
2.019230769230769,176,0
2.019230769230769,177,0
2.019230769230769,178,0
2.019230769230769,179,0
2.019230769230769,180,0
2.019230769230769,181,0
2.019230769230769,182,0
2.019230769230769,183,0
2.019230769230769,184,1
2.019230769230769,185,0
2.019230769230769,186,0
2.019230769230769,187,0
2.019230769230769,188,0
2.019230769230769,189,0
2.019230769230769,190,0
2.019230769230769,191,0
2.019230769230769,192,0
2.019230769230769,193,1
2.019230769230769,194,0
2.019230769230769,195,0
2.019230769230769,196,0
2.019230769230769,197,0
2.019230769230769,198,0
2.019230769230769,199,0
2.076923076923077,0,0
2.076923076923077,1,0
2.076923076923077,2,0
2.076923076923077,3,0
2.076923076923077,4,0
2.076923076923077,5,0
2.076923076923077,6,0
2.076923076923077,7,0
2.076923076923077,8,0
2.076923076923077,9,0
2.076923076923077,10,1
2.076923076923077,11,0
2.076923076923077,12,0
2.076923076923077,13,0
2.076923076923077,14,0
2.076923076923077,15,0
2.076923076923077,16,0
2.076923076923077,17,0
2.076923076923077,18,0
2.076923076923077,19,0
2.076923076923077,20,0
2.076923076923077,21,0
2.076923076923077,22,0
2.076923076923077,23,0
2.076923076923077,24,0
2.076923076923077,25,0
2.076923076923077,26,0
2.076923076923077,27,0
2.076923076923077,28,0
2.076923076923077,29,0
2.076923076923077,30,0
2.076923076923077,31,0
2.076923076923077,32,0
2.076923076923077,33,0
2.076923076923077,34,0
2.076923076923077,35,1
2.076923076923077,36,0
2.076923076923077,37,1
2.076923076923077,38,0
2.076923076923077,39,0
2.076923076923077,40,0
2.076923076923077,41,0
2.076923076923077,42,0
2.076923076923077,43,0
2.076923076923077,44,0
2.076923076923077,45,0
2.076923076923077,46,0
2.076923076923077,47,0
2.076923076923077,48,0
2.076923076923077,49,0
2.076923076923077,50,0
2.076923076923077,51,1
2.076923076923077,52,0
2.076923076923077,53,0
2.076923076923077,54,0
2.076923076923077,55,0
2.076923076923077,56,0
2.076923076923077,57,0
2.076923076923077,58,0
2.076923076923077,59,0
2.076923076923077,60,0
2.076923076923077,61,0
2.076923076923077,62,0
2.076923076923077,63,0
2.076923076923077,64,0
2.076923076923077,65,0
2.076923076923077,66,0
2.076923076923077,67,0
2.076923076923077,68,0
2.076923076923077,69,0
2.076923076923077,70,0
2.076923076923077,71,0
2.076923076923077,72,0
2.076923076923077,73,0
2.076923076923077,74,0
2.076923076923077,75,0
2.076923076923077,76,0
2.076923076923077,77,0
2.076923076923077,78,0
2.076923076923077,79,0
2.076923076923077,80,0
2.076923076923077,81,0
2.076923076923077,82,0
2.076923076923077,83,0
2.076923076923077,84,0
2.076923076923077,85,0
2.076923076923077,86,0
2.076923076923077,87,0
2.076923076923077,88,0
2.076923076923077,89,0
2.076923076923077,90,1
2.076923076923077,91,0
2.076923076923077,92,0
2.076923076923077,93,0
2.076923076923077,94,0
2.076923076923077,95,0
2.076923076923077,96,0
2.076923076923077,97,0
2.076923076923077,98,0
2.076923076923077,99,0
2.076923076923077,100,0
2.076923076923077,101,0
2.076923076923077,102,1
2.076923076923077,103,1
2.076923076923077,104,0
2.076923076923077,105,0
2.076923076923077,106,0
2.076923076923077,107,0
2.076923076923077,108,0
2.076923076923077,109,0
2.076923076923077,110,0
2.076923076923077,111,0
2.076923076923077,112,0
2.076923076923077,113,0
2.076923076923077,114,0
2.076923076923077,115,0
2.076923076923077,116,0
2.076923076923077,117,1
2.076923076923077,118,0
2.076923076923077,119,0
2.076923076923077,120,0
2.076923076923077,121,0
2.076923076923077,122,0
2.076923076923077,123,0
2.076923076923077,124,0
2.076923076923077,125,0
2.076923076923077,126,0
2.076923076923077,127,0
2.076923076923077,128,1
2.076923076923077,129,0
2.076923076923077,130,0
2.076923076923077,131,0
2.076923076923077,132,0
2.076923076923077,133,1
2.076923076923077,134,0
2.076923076923077,135,0
2.076923076923077,136,1
2.076923076923077,137,0
2.076923076923077,138,0
2.076923076923077,139,0
2.076923076923077,140,0
2.076923076923077,141,0
2.076923076923077,142,0
2.076923076923077,143,0
2.076923076923077,144,0
2.076923076923077,145,0
2.076923076923077,146,0
2.076923076923077,147,0
2.076923076923077,148,0
2.076923076923077,149,0
2.076923076923077,150,0
2.076923076923077,151,0
2.076923076923077,152,0
2.076923076923077,153,0
2.076923076923077,154,0
2.076923076923077,155,0
2.076923076923077,156,0
2.076923076923077,157,0
2.076923076923077,158,0
2.076923076923077,159,0
2.076923076923077,160,0
2.076923076923077,161,0
2.076923076923077,162,0
2.076923076923077,163,0
2.076923076923077,164,0
2.076923076923077,165,0
2.076923076923077,166,0
2.076923076923077,167,0
2.076923076923077,168,0
2.076923076923077,169,0
2.076923076923077,170,0
2.076923076923077,171,0
2.076923076923077,172,0
2.076923076923077,173,0
2.076923076923077,174,0
2.076923076923077,175,0
2.076923076923077,176,0
2.076923076923077,177,0
2.076923076923077,178,0
2.076923076923077,179,0
2.076923076923077,180,0
2.076923076923077,181,0
2.076923076923077,182,0
2.076923076923077,183,0
2.076923076923077,184,1
2.076923076923077,185,0
2.076923076923077,186,0
2.076923076923077,187,0
2.076923076923077,188,1
2.076923076923077,189,0
2.076923076923077,190,0
2.076923076923077,191,0
2.076923076923077,192,0
2.076923076923077,193,0
2.076923076923077,194,0
2.076923076923077,195,0
2.076923076923077,196,0
2.076923076923077,197,0
2.076923076923077,198,0
2.076923076923077,199,0
2.1346153846153846,0,0
2.1346153846153846,1,0
2.1346153846153846,2,0
2.1346153846153846,3,0
2.1346153846153846,4,0
2.1346153846153846,5,0
2.1346153846153846,6,0
2.1346153846153846,7,0
2.1346153846153846,8,0
2.1346153846153846,9,0
2.1346153846153846,10,1
2.1346153846153846,11,0
2.1346153846153846,12,0
2.1346153846153846,13,0
2.1346153846153846,14,0
2.1346153846153846,15,0
2.1346153846153846,16,0
2.1346153846153846,17,0
2.1346153846153846,18,0
2.1346153846153846,19,0
2.1346153846153846,20,0
2.1346153846153846,21,0
2.1346153846153846,22,0
2.1346153846153846,23,0
2.1346153846153846,24,0
2.1346153846153846,25,0
2.1346153846153846,26,0
2.1346153846153846,27,0
2.1346153846153846,28,0
2.1346153846153846,29,0
2.1346153846153846,30,0
2.1346153846153846,31,0
2.1346153846153846,32,0
2.1346153846153846,33,0
2.1346153846153846,34,0
2.1346153846153846,35,0
2.1346153846153846,36,0
2.1346153846153846,37,0
2.1346153846153846,38,0
2.1346153846153846,39,0
2.1346153846153846,40,0
2.1346153846153846,41,0
2.1346153846153846,42,0
2.1346153846153846,43,0
2.1346153846153846,44,0
2.1346153846153846,45,0
2.1346153846153846,46,0
2.1346153846153846,47,0
2.1346153846153846,48,0
2.1346153846153846,49,0
2.1346153846153846,50,0
2.1346153846153846,51,0
2.1346153846153846,52,0
2.1346153846153846,53,1
2.1346153846153846,54,0
2.1346153846153846,55,0
2.1346153846153846,56,0
2.1346153846153846,57,0
2.1346153846153846,58,0
2.1346153846153846,59,0
2.1346153846153846,60,0
2.1346153846153846,61,0
2.1346153846153846,62,0
2.1346153846153846,63,0
2.1346153846153846,64,0
2.1346153846153846,65,0
2.1346153846153846,66,0
2.1346153846153846,67,0
2.1346153846153846,68,0
2.1346153846153846,69,0
2.1346153846153846,70,0
2.1346153846153846,71,0
2.1346153846153846,72,0
2.1346153846153846,73,0
2.1346153846153846,74,0
2.1346153846153846,75,0
2.1346153846153846,76,0
2.1346153846153846,77,0
2.1346153846153846,78,0
2.1346153846153846,79,0
2.1346153846153846,80,0
2.1346153846153846,81,0
2.1346153846153846,82,0
2.1346153846153846,83,0
2.1346153846153846,84,0
2.1346153846153846,85,0
2.1346153846153846,86,0
2.1346153846153846,87,0
2.1346153846153846,88,0
2.1346153846153846,89,0
2.1346153846153846,90,0
2.1346153846153846,91,0
2.1346153846153846,92,0
2.1346153846153846,93,0
2.1346153846153846,94,0
2.1346153846153846,95,0
2.1346153846153846,96,0
2.1346153846153846,97,1
2.1346153846153846,98,0
2.1346153846153846,99,0
2.1346153846153846,100,0
2.1346153846153846,101,0
2.1346153846153846,102,0
2.1346153846153846,103,0
2.1346153846153846,104,0
2.1346153846153846,105,0
2.1346153846153846,106,0
2.1346153846153846,107,0
2.1346153846153846,108,0
2.1346153846153846,109,0
2.1346153846153846,110,0
2.1346153846153846,111,0
2.1346153846153846,112,0
2.1346153846153846,113,0
2.1346153846153846,114,0
2.1346153846153846,115,0
2.1346153846153846,116,0
2.1346153846153846,117,0
2.1346153846153846,118,0
2.1346153846153846,119,0
2.1346153846153846,120,0
2.1346153846153846,121,0
2.1346153846153846,122,0
2.1346153846153846,123,0
2.1346153846153846,124,0
2.1346153846153846,125,0
2.1346153846153846,126,0
2.1346153846153846,127,0
2.1346153846153846,128,0
2.1346153846153846,129,0
2.1346153846153846,130,0
2.1346153846153846,131,0
2.1346153846153846,132,0
2.1346153846153846,133,0
2.1346153846153846,134,0
2.1346153846153846,135,0
2.1346153846153846,136,0
2.1346153846153846,137,0
2.1346153846153846,138,0
2.1346153846153846,139,0
2.1346153846153846,140,0
2.1346153846153846,141,0
2.1346153846153846,142,0
2.1346153846153846,143,0
2.1346153846153846,144,0
2.1346153846153846,145,1
2.1346153846153846,146,0
2.1346153846153846,147,1
2.1346153846153846,148,0
2.1346153846153846,149,0
2.1346153846153846,150,0
2.1346153846153846,151,0
2.1346153846153846,152,0
2.1346153846153846,153,0
2.1346153846153846,154,0
2.1346153846153846,155,0
2.1346153846153846,156,0
2.1346153846153846,157,0
2.1346153846153846,158,0
2.1346153846153846,159,0
2.1346153846153846,160,0
2.1346153846153846,161,0
2.1346153846153846,162,0
2.1346153846153846,163,0
2.1346153846153846,164,0
2.1346153846153846,165,0
2.1346153846153846,166,0
2.1346153846153846,167,0
2.1346153846153846,168,0
2.1346153846153846,169,0
2.1346153846153846,170,0
2.1346153846153846,171,0
2.1346153846153846,172,0
2.1346153846153846,173,0
2.1346153846153846,174,0
2.1346153846153846,175,1
2.1346153846153846,176,0
2.1346153846153846,177,0
2.1346153846153846,178,0
2.1346153846153846,179,0
2.1346153846153846,180,0
2.1346153846153846,181,0
2.1346153846153846,182,0
2.1346153846153846,183,1
2.1346153846153846,184,0
2.1346153846153846,185,0
2.1346153846153846,186,0
2.1346153846153846,187,0
2.1346153846153846,188,0
2.1346153846153846,189,0
2.1346153846153846,190,0
2.1346153846153846,191,0
2.1346153846153846,192,0
2.1346153846153846,193,0
2.1346153846153846,194,0
2.1346153846153846,195,0
2.1346153846153846,196,0
2.1346153846153846,197,0
2.1346153846153846,198,0
2.1346153846153846,199,0
2.1923076923076925,0,0
2.1923076923076925,1,0
2.1923076923076925,2,0
2.1923076923076925,3,0
2.1923076923076925,4,0
2.1923076923076925,5,0
2.1923076923076925,6,0
2.1923076923076925,7,0
2.1923076923076925,8,0
2.1923076923076925,9,0
2.1923076923076925,10,0
2.1923076923076925,11,0
2.1923076923076925,12,0
2.1923076923076925,13,0
2.1923076923076925,14,0
2.1923076923076925,15,0
2.1923076923076925,16,0
2.1923076923076925,17,0
2.1923076923076925,18,0
2.1923076923076925,19,0
2.1923076923076925,20,0
2.1923076923076925,21,0
2.1923076923076925,22,0
2.1923076923076925,23,0
2.1923076923076925,24,0
2.1923076923076925,25,0
2.1923076923076925,26,1
2.1923076923076925,27,0
2.1923076923076925,28,0
2.1923076923076925,29,0
2.1923076923076925,30,0
2.1923076923076925,31,0
2.1923076923076925,32,0
2.1923076923076925,33,0
2.1923076923076925,34,0
2.1923076923076925,35,0
2.1923076923076925,36,0
2.1923076923076925,37,0
2.1923076923076925,38,0
2.1923076923076925,39,0
2.1923076923076925,40,0
2.1923076923076925,41,0
2.1923076923076925,42,0
2.1923076923076925,43,0
2.1923076923076925,44,0
2.1923076923076925,45,0
2.1923076923076925,46,0
2.1923076923076925,47,0
2.1923076923076925,48,0
2.1923076923076925,49,0
2.1923076923076925,50,0
2.1923076923076925,51,0
2.1923076923076925,52,0
2.1923076923076925,53,0
2.1923076923076925,54,0
2.1923076923076925,55,0
2.1923076923076925,56,0
2.1923076923076925,57,0
2.1923076923076925,58,0
2.1923076923076925,59,0
2.1923076923076925,60,0
2.1923076923076925,61,0
2.1923076923076925,62,0
2.1923076923076925,63,0
2.1923076923076925,64,0
2.1923076923076925,65,0
2.1923076923076925,66,0
2.1923076923076925,67,0
2.1923076923076925,68,0
2.1923076923076925,69,0
2.1923076923076925,70,0
2.1923076923076925,71,0
2.1923076923076925,72,0
2.1923076923076925,73,0
2.1923076923076925,74,0
2.1923076923076925,75,0
2.1923076923076925,76,0
2.1923076923076925,77,0
2.1923076923076925,78,0
2.1923076923076925,79,0
2.1923076923076925,80,0
2.1923076923076925,81,0
2.1923076923076925,82,0
2.1923076923076925,83,0
2.1923076923076925,84,0
2.1923076923076925,85,0
2.1923076923076925,86,0
2.1923076923076925,87,0
2.1923076923076925,88,0
2.1923076923076925,89,0
2.1923076923076925,90,0
2.1923076923076925,91,0
2.1923076923076925,92,0
2.1923076923076925,93,0
